3677,1933,8110,6904,4617
2526,4580,629,1414,3753
4470,8509,3538,6032,3908
4683,8730,2525,4072,3107
7600,7920,1385,1296,7009
3641,4461,2524,690,2867
6871,26,2282,1523,5448
2805,7382,3779,3357,6676
4645,7697,7345,7146,2344
7022,5637,2725,2903,5165
8419,6336,8447,2245,6909
5281,2907,4644,1251,9939
5709,7822,7396,2473,6094
4630,3560,5652,8477,3655
4085,1631,4611,9021,2628
6602,9354,4877,598,1022
6078,7758,2242,1617,9207
9474,8335,9164,3972,2163
7793,6037,9465,3009,4211
9248,4620,1077,6534,2047
1277,1776,3016,8805,7864
6059,5390,1209,5736,5057
698,6561,3007,9684,5708
204,9152,2138,3417,8909
3928,6746,3370,2761,4875
8372,7512,9189,7746,5630
9263,4687,8136,7242,9268
9342,2352,8289,3822,9661
6436,8260,4779,8893,2918
8739,1327,4964,4261,4688
78,6934,2740,1018,7277
8296,8314,7926,8301,2998
2544,570,8566,5710,4203
8053,731,4959,5483,8402
2832,688,4319,3988,3569
1839,8712,735,945,1811
2825,5633,9388,8414,5838
6284,2268,8791,1559,1315
3236,5798,2320,9957,4905
2081,3871,291,2973,4899
9040,8508,1286,3573,2137
8171,2419,1688,9936,8986
5444,6703,8234,3186,1929
6541,7100,7477,5426,875
4443,9264,6587,6004,7363
8215,7245,4111,7019,9252
9921,7320,838,4729,2759
4471,8643,6233,8071,7947
8657,4490,8415,5941,9533
6460,2803,6026,4001,2530
7669,8111,8616,8036,6182
1697,7278,9367,1194,8066
2693,1207,5827,7459,1512
7415,7778,3846,8552,4721
3697,7424,5170,4271,7758
7143,4144,8201,3534,1478
9884,3402,3618,4189,1732
6904,7658,7382,751,149
2250,7813,9687,5440,9604
1709,1565,8194,239,3817
9393,1293,5511,4318,4114
389,5580,6500,1844,5032
2997,1769,311,575,3887
2103,9756,8036,3510,2211
9088,8465,5822,406,836
1331,9506,7403,5064,51
7597,2725,5826,4014,5882
1568,9157,3319,884,8356
4172,1178,1373,1430,7010
4803,8664,2667,6848,251
6344,7796,8371,8257,9045
2274,6716,7389,38,1684
4757,5204,1200,553,7388
8678,7405,4601,3670,2551
6281,4899,1398,7900,510
8700,7367,6211,8828,1018
4258,8286,4816,3605,8700
3861,1165,68,6602,1694
8245,1802,506,780,9528
6041,279,4241,8125,8781
3603,1372,794,1767,8529
7685,6499,717,952,5725
105,712,1241,9221,2134
3822,8939,6161,8224,1261
6142,9885,6443,8978,4379
833,3098,4624,1321,9892
2837,4114,1847,6723,3405
6205,9415,8241,5606,6953
1531,2673,991,943,8576
3050,370,2703,9726,4866
3108,1613,6586,6134,6765
7924,9796,6701,5547,4523
3194,7463,7835,766,5556
3097,2320,6378,9503,6575
7027,6411,4233,9902,2093
9977,3609,9425,1947,2315
634,2796,9297,3715,1370
3439,4608,5652,9654,4769
3303,7940,7624,9250,5527
8502,9486,6387,108,335
3980,3269,6311,6921,1901
5744,7053,5625,8644,2961
7064,9144,6278,8155,7699
9888,1503,9515,6415,2775
7346,1841,2806,7482,4016
5286,2486,3410,1894,9102
6523,464,6125,8290,634
6027,2089,5724,7770,6892
6293,61,5350,5770,2405
6019,8105,6965,5468,3097
7100,3741,5291,8137,674
949,5256,5151,2337,9127
3049,8740,7162,9849,7785
8440,6997,9628,2921,7776
1562,5951,2649,9502,6125
7063,3066,5895,7086,1607
504,9438,5020,4623,3767
7952,3340,349,6185,2384
2000,1048,5156,4498,6960
3171,3777,5657,5055,6434
4184,2749,4651,5261,9797
8044,7601,7531,8474,9285
4443,3389,9557,6426,5519
5121,8528,5823,2133,3344
1076,4456,4558,2604,317
2036,3256,464,5021,4689
6188,4347,8211,513,7975
7517,7703,3105,7196,2934
6211,6305,143,6554,3191
7175,3022,2431,356,454
4206,3550,1626,2603,4892
2618,1384,1465,6763,5886
8319,4603,4912,5384,2686
8499,8477,2614,4765,8055
5740,7137,1684,5805,4560
6068,7721,3192,5706,2108
4316,6073,9583,1087,211
3032,5773,3431,5383,2201
2583,7861,7885,8608,6190
8344,8237,6917,4902,9888
6825,2405,9630,7852,5157
1484,4412,643,2057,1177
2463,5182,1850,5231,4903
280,3891,744,504,3195
2487,7486,8381,951,17
5723,3140,4002,5557,5543
473,1215,344,119,2631
54,6389,5764,4848,1346
9003,5937,3104,8324,1280
6168,6565,5409,1711,6976
138,888,5089,2801,4471
7440,528,8521,8853,166
676,9340,2657,2571,5068
3046,5167,8515,1671,8062
1732,1594,1262,3460,8195
4628,6661,97,2253,2507
844,5252,4045,6951,8763
1898,5545,822,331,557
1122,6082,7360,5700,9657
1837,1647,3840,6529,4545
9319,5695,9283,602,7873
8901,2096,3363,9895,7531
2463,68,9308,7102,1765
4832,3869,9141,1187,7828
865,5599,4643,6283,2216
4155,8362,9770,997,3500
8843,8805,2890,9911,7851
6235,7261,3659,6602,7026
6821,3706,5819,5232,2340
1943,9050,1527,4808,7954
7059,2583,9480,5739,8734
7704,1074,7782,9700,5898
5156,3326,5477,4987,5228
890,8271,7150,7486,4223
2828,8692,246,7018,1708
1261,8028,5968,4874,4368
3069,1356,9573,2581,3323
7993,1093,2275,5067,9427
5161,4846,3258,6954,9227
4107,3821,9923,9439,9001
6004,409,484,1427,7371
5292,1620,9731,6357,4087
8010,5973,7468,2565,4770
8765,1638,1325,3668,3974
5755,3237,3193,1386,6574
284,5426,5104,2463,2230
8039,1782,7223,5710,755
1783,560,6587,1643,732
5660,3151,3094,7420,6790
3155,6137,9411,3330,5651
2114,1954,9499,5674,1159
31,4446,9541,6891,6140
3275,3105,6136,1812,2356
5193,2554,7230,1809,7967
4,415,1998,1777,2641
877,9602,6275,4762,8681
8838,8189,2321,6455,37
3116,835,3328,8591,1494
4870,6032,3516,2773,3819
9834,9797,2096,4649,1873
3831,88,9883,3799,7742
8623,9170,2195,6340,2520
4876,6126,573,5767,5991
9612,1141,797,4864,5810
8631,8188,6712,1186,9482
6569,1851,9935,3881,9335
3161,343,600,7578,662
6564,7296,2727,5407,1380
4858,2395,2288,9695,8236
3557,5824,5847,8571,9388
3490,1724,730,2254,3526
9572,1223,889,4327,4666
6159,7419,5803,4367,347
2696,4278,501,4815,2934
6967,3015,3025,8454,6606
5062,5646,7041,7377,782
1332,5244,5783,8598,7365
1442,5632,2166,9305,8531
4949,3817,1855,8315,1869
5265,8838,8159,6023,3084
708,8263,2769,5796,8917
9641,624,1193,9002,9851
1289,3411,1787,4594,4663
2045,3024,1429,6957,8802
174,8789,4246,8122,2348
7394,5549,1683,5580,2698
3014,5103,7010,3591,5617
3127,8238,4425,1231,6733
2493,6083,1748,9761,5766
4699,8406,7034,8115,2479
6400,3706,2147,5658,3095
9806,215,5871,8832,9495
1603,3559,752,9288,6595
4592,2985,6584,628,6539
816,1360,6413,2170,5767
40,2946,3184,9968,7354
4072,6056,6770,7050,5234
7638,8545,1710,6907,2976
8145,500,85,9436,530
3266,7357,5283,893,6142
8271,1918,9513,2792,5206
3961,2465,3338,603,1082
5843,1743,8250,2,7608
3623,2987,2068,8665,7017
4187,4988,8469,6628,9318
6636,3883,1029,5375,9470
387,9115,4042,5837,4950
7491,9141,3771,3336,2096
3138,679,4760,9955,9885
2306,505,1008,5504,5515
3687,2433,7547,6997,5390
176,3956,442,2451,3642
4916,7669,13,2846,1183
1422,430,5786,5432,9359
8483,8979,4719,1056,9956
9873,7186,8009,3626,7855
2354,7355,7593,3160,6312
1701,2911,2345,6018,579
4984,9276,115,7675,2937
2392,1531,457,3037,1131
861,7009,3996,2320,6042
647,9144,1474,1884,8741
7193,6419,1939,6416,4863
7243,1588,5727,3617,7145
9332,7163,5910,4831,9613
1617,7590,6777,7285,9645
1619,1398,8022,877,9919
3030,5140,8288,9989,6123
3601,2044,4182,6648,6119
1043,8529,2835,9291,5652
335,9284,686,2409,7739
8419,8680,1904,2920,5856
1952,1359,2123,4770,539
9148,3012,156,1851,5309
2569,588,7568,9285,9315
368,1255,6124,9940,8767
5473,6004,5953,8221,562
7924,3427,2762,595,3878
1092,5080,9543,4836,3350
8710,1777,6142,9896,5239
2690,9195,5005,2393,9334
9486,9528,8506,1883,4492
1573,1251,4102,1988,5053
465,3631,8891,6424,2103
2252,9452,7615,8927,307
8377,516,3982,9521,8215
6070,1313,9675,8307,1629
3770,6124,2317,3336,9465
9564,6455,2223,3358,9783
9901,6482,5946,8900,3526
6443,5224,9914,2588,8420
9621,2189,8234,6236,4192
7410,132,5758,9949,3642
5766,7014,6906,3939,8283
3212,6733,6291,4666,4118
3893,4748,7826,733,5215
2752,6943,3474,9247,6761
175,5664,8698,242,6396
8426,7678,8100,9158,5760
7621,1336,8753,3398,8571
7708,8546,803,8365,6457
6039,9208,3100,6461,5783
4605,7289,7910,6714,8437
2487,2447,7287,5180,9664
9455,8130,5165,3571,4192
4301,8169,213,6867,8909
7559,2564,990,7583,1380
6384,5201,4743,5284,1971
4223,5108,4684,4961,2318
5369,2152,6857,5295,6801
6990,6619,5464,5425,9900
484,5250,2289,8974,2358
1151,4455,4734,2318,8166
7670,3640,7076,8715,3634
7974,5528,9542,413,1639
5592,5257,1779,6179,8053
2806,8329,889,7437,6707
1197,5441,4948,8436,6261
6354,8509,7844,8641,6798
6647,1961,6500,4406,8930
9756,5637,6095,4670,8572
4740,7411,761,7520,2485
5988,2515,1570,2946,4253
964,892,1936,2197,2431
2360,643,929,8049,9658
7817,4705,2770,9888,1890
4481,3713,875,7448,5377
4922,1407,5611,8957,4184
3769,8736,6821,8071,7787
2317,4752,8594,306,3176
3379,1079,5975,9591,7877
287,8118,9606,9910,4621
7650,9841,4152,5006,2682
6210,2186,5646,8040,8168
9876,3789,2590,268,8869
1001,5663,5314,3354,6636
7328,3844,865,2191,927
4481,5417,5204,7125,42
5644,6808,6092,5140,4971
1039,2179,4460,7651,658
4821,1225,515,4602,3028
5529,4351,2965,1736,3564
7910,8990,545,7428,1509
9408,1356,3150,8073,262
5857,227,9395,958,3033
8610,8031,9619,3154,3693
4867,1158,5759,1201,7601
7875,4413,8497,2984,7324
7536,1801,3630,824,2709
5363,5983,1700,5921,57
3588,4,579,9985,4918
7737,4359,24,3522,8776
660,698,323,9337,1688
9787,8102,2069,5968,453
648,1125,7445,7327,1230
1844,910,5663,3849,1455
8474,5609,9490,355,5909
8011,8407,1196,3119,3156
6474,9063,4196,3676,604
4769,2125,5271,551,5337
6471,1035,7644,8385,8816
4678,6775,776,407,234
5976,3988,9466,6434,5182
298,3170,7997,4941,3047
6057,6120,9694,2980,8129
6233,2174,7847,778,3861
7811,8528,3694,8887,1920
8548,8401,2059,2588,5703
3058,7378,5904,9739,1607
6757,9899,9497,8366,7963
6790,3495,6355,7394,4886
55,6483,5712,3285,1258
3901,3558,5800,8982,1838
7516,9753,1834,9478,9410
6519,6491,8377,6348,8271
8459,2560,7674,9830,8243
3548,1251,4768,848,6576
8753,2612,148,1877,9509
3811,5487,3300,627,3086
4708,5754,729,8113,6620
2369,3698,151,2294,2934
577,5149,4016,2581,8325
3558,4241,5775,2520,4860
1969,9327,3305,9098,1075
6269,290,9170,5695,1140
1556,5524,5702,5382,7237
931,648,2516,4091,1076
5789,9314,2173,7360,5094
9277,3988,928,3874,188
8452,9276,588,6062,9296
5699,6782,5455,9201,3214
9246,8549,9239,6624,4598
5002,4220,9535,2040,5420
429,6380,4744,2004,5564
4836,2784,1899,4188,2472
923,471,9669,7660,4347
2185,8095,6216,5483,6044
7895,10001,4029,2128,6101
8530,282,3157,3854,7002
3149,533,74,322,7379
5271,6249,7134,7697,7257
1681,4961,7005,3403,5751
894,9498,8105,5728,7670
4195,7895,7770,9207,2470
993,23,549,5836,1025
2309,3492,8833,4317,9058
4653,9644,8768,4906,2009
5953,1134,1849,544,4955
8450,445,4580,5888,8102
3435,248,9582,3548,3014
1077,7115,9291,8294,1421
2119,4348,5197,88,6701
840,2079,7821,1892,3662
1123,9265,8576,8237,5882
1387,8145,4531,4796,294
7423,9652,2490,6230,9268
1018,7023,8191,9384,6672
7796,3341,9817,8463,8912
9950,6780,3112,7737,8934
5942,1137,6903,391,9653
5915,5960,4277,3652,1631
4476,6484,7221,4514,7796
5797,7834,3165,1245,4527
4145,9309,7681,6626,5900
5562,8440,9207,7562,6320
9609,1376,214,676,2537
85,504,6391,9837,8251
8283,8371,8278,5617,413
424,7821,6546,6845,4920
555,3743,4676,273,1578
1710,756,2334,4990,7204
8524,2159,3249,528,1792
4752,2263,5200,2106,5027
6714,568,5805,6334,2554
4607,2405,515,52,3276
8339,746,2189,6202,2855
7347,7078,3136,5850,6127
9374,3979,7925,7399,3000
9412,7431,1685,6316,9753
2987,8907,104,2806,8233
5964,32,8044,2143,8951
6672,9521,7622,7529,8914
4728,8048,8340,3097,9451
8797,92,4161,6137,1472
4977,4515,3010,137,1688
3317,6402,9282,3990,1952
7558,6623,1230,533,1361
7895,1336,5111,5388,2068
9762,730,1847,8901,8974
3282,1043,7912,298,5160
3147,341,3337,9844,1225
8682,9206,2260,9553,1871
7045,7534,2132,5909,530
8450,3841,4718,456,6675
8726,8480,1823,8520,3131
8363,1805,9360,9171,2185
6023,5795,5276,7819,8463
4904,3527,4302,2604,5165
6301,8417,128,523,9825
6663,6447,3018,2385,5624
1444,2257,1087,2989,487
1079,7193,6904,6825,1493
1617,5271,8837,2900,5230
9602,3532,6192,3296,4542
4460,5884,6596,6210,54
5995,8744,2774,224,8224
276,4216,4187,2271,874
372,3537,4394,6488,9842
1437,4595,8729,9652,3389
9520,2156,7628,8371,3465
7134,2149,1254,3073,4356
4649,8781,415,9892,4667
509,651,2121,5953,3238
6734,3836,3032,5368,8689
4614,1766,2315,94,5819
4610,5867,7297,8727,2182
2605,7379,9825,9772,6103
4756,3793,9186,8537,3514
53,697,9455,6427,5674
6342,8310,9325,9161,4659
8545,7973,7320,9324,6324
9848,1807,7465,5384,9913
9521,9311,7234,1646,1480
779,7247,3798,1359,4649
1611,2014,5754,5502,746
8105,4869,6466,1652,9112
7399,2789,5802,8510,6549
7876,4287,8199,9044,4055
489,5821,7560,2837,2991
5852,7015,6973,5258,1736
7869,3608,1742,7486,8751
4059,8480,5418,2389,2147
3530,8566,6008,4885,2625
3011,3734,5802,8427,9356
3305,6106,7313,9593,1273
971,2711,8480,1967,5865
3216,5001,4233,2597,3968
9106,2970,2589,9122,6313
6646,7400,8774,9737,1009
2085,5461,5987,9499,1655
8859,1905,2682,4504,830
1546,9107,2004,2702,9181
8721,4919,7621,3938,7483
9335,6655,8525,2608,7892
112,2338,1599,164,5349
2603,3520,4957,8361,6628
2884,1402,5245,2388,7053
9104,4568,6492,4866,4388
6973,698,9884,747,7102
7176,3354,5706,1482,1175
8646,7186,3776,3003,535
7097,733,9896,6518,2629
341,321,8002,8898,4538
1603,2723,1513,8770,5967
3541,8021,6303,8365,5991
4944,4217,8928,859,305
395,8360,6891,9067,9775
8608,5243,1306,9727,5698
1859,2468,2421,1829,9483
433,3097,6050,3360,2031
9296,3949,1191,2217,4839
3049,3773,6874,9095,676
7801,7549,155,6346,1866
7964,3940,8438,4609,2798
8942,9602,9864,5291,9429
1847,7978,3902,8378,3315
2290,4184,2354,5622,7452
9481,2537,5481,8909,1312
950,9142,6938,2579,8314
3238,4186,7504,4093,8930
1440,7982,8710,4862,4821
8222,8504,3799,9436,9343
8542,4408,2031,4361,1628
6991,4920,3613,5086,4578
9149,2595,502,4789,4988
1446,4694,8502,4452,4164
6013,3681,3905,8260,2214
6128,8234,2028,8754,5525
1905,746,4883,2372,5518
7100,8093,1332,1889,7627
5210,9167,1275,3624,6188
9569,6292,7381,6267,4527
2738,8779,3742,3616,4266
4291,1303,8916,4172,7257
129,4097,5956,3733,2580
8939,1039,1917,1056,568
3622,1301,8758,8343,5317
1035,1420,3325,5923,8953
5040,7819,5480,980,8493
7748,1877,8146,3617,9857
3166,3571,1408,2364,4226
2435,8258,4217,4054,9167
3310,1139,8579,3570,7422
1166,6965,5019,1906,4356
6272,190,5174,7717,9174
1328,7064,4034,1503,8947
5976,5707,2822,1250,8738
4305,9798,9416,4092,9873
5490,1733,2858,21,8080
5186,5660,7845,769,865
845,5632,4438,6651,6531
1779,5769,2691,5839,5952
5606,7370,1248,790,1268
3228,1262,3743,4512,2397
3327,6821,394,5351,4420
2912,5842,1730,7371,4826
747,1610,3529,8142,2410
4474,2235,7395,3928,3019
3285,9872,6291,8990,7639
2419,4626,2333,4070,7160
512,4090,1463,7010,8283
4615,6035,7700,5951,9378
8902,8121,7993,608,2763
783,2514,2609,3023,5799
7289,1923,1862,4067,7987
8817,199,4062,6451,9397
4352,2728,9070,3489,2396
5944,3020,925,6834,7015
8170,7054,5347,8853,7437
925,1489,721,8513,1448
2415,1735,3865,8269,8432
4175,5266,9838,5169,1472
4359,9214,8864,7340,4485
7733,6558,7192,6811,6303
8888,1467,6974,480,8174
8879,5094,4630,3517,3070
8280,7225,1291,7446,6064
6908,5236,3454,235,4521
4272,5971,9915,6113,587
2842,8503,426,9152,3619
9781,446,3723,7174,4450
1553,3887,4186,2970,7027
692,6923,8522,9213,3071
1427,9477,1362,8412,8216
4235,4274,7787,7850,7896
9839,8654,9118,4105,2568
3061,9043,1063,5590,3687
7728,9307,6437,5331,3538
8717,5486,6480,9730,5715
3887,1042,9275,7020,6588
4062,3285,9462,7716,9628
9912,4112,900,4197,7165
2738,2637,3300,1636,8547
8769,9255,4326,7588,364
1848,1697,2735,6547,8322
493,445,7235,2485,9375
3723,9760,7259,1055,565
7600,2918,4366,1564,5968
4993,9280,8689,1769,488
239,1709,4764,4382,6614
273,6524,5022,1964,7832
354,7984,2620,9373,3808
5195,4542,9672,5205,8698
9322,182,5007,9510,3103
199,4278,5034,7205,1863
3924,2593,1974,1369,8102
1969,774,6178,5796,9796
3828,2686,2680,8246,3591
5601,5743,5761,6337,2929
177,1334,8337,9881,2678
9594,441,8717,1425,4543
4755,2170,5520,8850,5689
1817,4185,6949,2969,1783
2686,8752,4815,8560,867
5814,2435,7133,3489,2888
3821,9360,5084,8144,5284
2942,1205,4078,8147,1362
1638,1401,6761,3694,6230
7174,121,4848,6340,284
6222,4052,6726,1645,8635
4030,8580,5971,9104,8617
5012,1830,4316,6817,4612
3196,7983,2215,2396,61
8482,3430,6469,4751,7700
2172,3230,7320,6897,7600
7978,8346,2632,9356,2683
1472,1796,5808,7013,5603
6610,5072,2577,6872,5355
1188,2894,193,7013,5369
9600,7480,7889,6347,5996
1489,3091,146,2791,2464
4736,5804,1751,865,3610
3137,4622,7441,4193,2123
8093,4412,2243,2189,5442
8639,3355,1479,5042,2561
7755,6520,2479,9841,6928
1717,6444,1238,2370,1652
7150,8979,6501,9869,5560
3054,5664,2796,1660,7061
4133,7704,3873,6555,9609
9734,1063,9747,1448,6977
4203,4742,8461,2762,3111
7171,8071,3955,6558,6460
6763,7990,8390,1316,3875
8232,903,7970,5088,2738
603,510,3514,3540,7565
1777,8770,4873,8215,7225
8021,433,7647,5262,7094
1080,8628,4481,4875,4864
1023,4139,2103,2500,5077
8132,2284,3098,6864,5188
4666,9969,8545,3176,7371
7123,7022,3855,4175,5376
5938,581,5544,9275,6427
7078,8337,6851,2775,1574
5138,7300,3524,389,9313
3059,921,4419,2994,5512
1645,6632,4288,1823,7028
1245,8461,7804,8643,4493
2642,3304,1721,4208,9104
1938,9828,3034,9077,5706
7214,1909,7000,8726,7922
7551,5608,1537,6637,1991
9029,9753,9061,1329,6122
6495,1015,312,9106,9864
4464,6755,2313,3372,164
3391,3184,1386,6238,4350
8741,3260,4258,7746,386
5358,8115,3654,4859,7297
7644,8428,5750,9111,3814
6964,8813,2878,928,9547
6882,4965,3699,2886,4871
11,7571,9169,2582,8906
2320,5458,4071,3275,3865
3375,4249,1073,1642,8317
7186,3918,2072,2034,7416
9942,8664,4132,627,9397
3203,7268,4129,3872,357
7896,8369,7962,9516,9504
3928,5642,921,6170,9847
470,8258,7664,2683,5006
1620,9737,2615,2023,7178
545,8682,6607,37,9908
3981,7431,3439,6260,958
5821,528,5085,5509,4989
5954,8295,4031,2720,9253
7982,8141,4088,1099,3767
8029,9061,8969,66,3310
3026,984,3675,9786,9357
3126,2932,3903,3613,7504
3032,7549,3118,7321,3969
6658,7520,5593,8674,8906
7857,4735,9118,9038,6263
7542,6078,472,8146,1824
3259,6529,3244,1579,975
8726,5757,6765,4638,4804
5451,6102,6974,1469,329
7001,5237,4775,1607,949
2057,7234,4010,2195,5393
1471,879,7588,4244,6287
8710,7822,3477,6460,535
4880,911,1012,388,1996
5780,6676,9562,3852,5149
1632,6509,2802,3962,8851
3861,1131,4979,3941,5009
6723,454,7765,4073,4117
7386,2414,9282,1393,8549
5493,3612,2521,6366,7341
9141,2195,9103,5144,801
6901,7246,9134,4880,8577
8104,7695,8746,4522,4758
2892,9004,346,7511,2145
8507,1175,5140,4195,9153
6499,7888,1483,2521,6412
8113,7005,1737,6721,6806
5441,7653,4736,7720,6563
403,9633,265,1596,3938
6241,8094,5708,6257,1235
6761,7024,4636,5006,1183
6300,12,2537,1289,6169
7137,2104,7819,9806,5069
1857,3472,9754,5100,4327
5778,8211,3047,3981,6288
6820,1518,8421,3144,6077
3072,6932,2021,4301,8542
5755,446,2891,813,5412
